architecture,knobs,dataset,epsilon,split,binning,n_bins,config,source,target,fingerprint,utility_ratio,corr_mae,wasserstein_mean,discriminator_auc,mahalamia_best,v2_blackbox,v2_blackbox_grid,v2_whitebox
k/l forest,k=100 l=100,BRCA,10.0,1,dp_quantile,16,dp_quantile16/k100_l100,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=100,l_pairs=100,n_bins=16,structure=forest",b963cc9ab30fed5d,0.5805632388595394,0.1691974749852668,0.4355987200254407,1.0,0.5276335331107342,0.5858814607274144,,0.6816429496834809
k/l forest,k=100 l=20,BRCA,10.0,1,dp_quantile,16,dp_quantile16/k100_l20,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=100,l_pairs=20,n_bins=16,structure=forest",3097c21dcb074def,0.6091502622103162,0.167507053284163,0.4335948917540518,1.0,0.5254268530319469,0.5873824245041552,,0.7046682606726424
k/l forest,k=100 l=200,BRCA,10.0,1,dp_quantile,16,dp_quantile16/k100_l200,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=100,l_pairs=200,n_bins=16,structure=forest",6a04cb72fb67310f,0.5496152982960698,0.1724409729950579,0.4354190960453535,1.0,0.5265749586576643,0.5814154351741645,,0.6664963818873171
k/l forest,k=100 l=400,BRCA,10.0,1,dp_quantile,16,dp_quantile16/k100_l400,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=100,l_pairs=400,n_bins=16,structure=forest",967395aa2e99d111,0.571362459998831,0.175026332177168,0.437226789677279,1.0,0.5263326978375589,0.580988845469196,,0.6488218750987476
k/l forest,k=100 l=50,BRCA,10.0,1,dp_quantile,16,dp_quantile16/k100_l50,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=100,l_pairs=50,n_bins=16,structure=forest",ededb50b35b88434,0.5628817605619014,0.1678682261681559,0.4320817655006509,1.0,0.5298665458873593,0.5749007257291524,,0.6806897060217614
k/l forest,k=200 l=0,BRCA,10.0,1,dp_quantile,16,dp_quantile16/k200_l0,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=200,l_pairs=0,n_bins=16,structure=forest",7fa1f8f9002e0a20,0.5726963575392401,0.16330833014648,0.4312543035913052,1.0,0.5282286520818631,0.5869137024826467,,0.7019138604788338
k/l forest,k=200 l=100,BRCA,10.0,1,dp_quantile,16,dp_quantile16/k200_l100,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=200,l_pairs=100,n_bins=16,structure=forest",5856226310a16c5f,0.566319092433811,0.1642807852510521,0.4394050052729658,1.0,0.5264380286289091,0.5870611655905371,,0.7045207975647522
k/l forest,k=200 l=20,BRCA,10.0,1,dp_quantile,16,dp_quantile16/k200_l20,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=200,l_pairs=20,n_bins=16,structure=forest",99e20dfe6d2a1c1a,0.6187276036206913,0.1637402234758756,0.4371356069296241,1.0,0.5255532499815672,0.5858656611087119,,0.7161967157859257
k/l forest,k=200 l=200,BRCA,10.0,1,dp_quantile,16,dp_quantile16/k200_l200,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=200,l_pairs=200,n_bins=16,structure=forest",486458bebe6fe40a,0.5803948545263375,0.1676145520160447,0.4414542680686528,1.0,0.5267118886864197,0.586155320784925,,0.6497329864439272
k/l forest,k=200 l=400,BRCA,10.0,1,dp_quantile,16,dp_quantile16/k200_l400,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=200,l_pairs=400,n_bins=16,structure=forest",5e86665f77924db7,0.5728500253933,0.1709287733106596,0.4448656840341218,1.0,0.5250950610391936,0.5794404828363475,,0.6598236762552796
k/l forest,k=200 l=50,BRCA,10.0,1,dp_quantile,16,dp_quantile16/k200_l50,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=200,l_pairs=50,n_bins=16,structure=forest",7af01c2ff183964a,0.5765425965731285,0.1650229410200231,0.4371633012559588,1.0,0.5306196610455134,0.5944922529202962,,0.6997071804000463
k/l forest,k=50 l=0,BRCA,10.0,1,dp_quantile,16,dp_quantile16/k50_l0,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=50,l_pairs=0,n_bins=16,structure=forest",4f3001f50e12df5c,0.5829012134082816,0.1689000671561119,0.4286289325588812,1.0,0.5247369363486027,0.580135666059259,,0.6914545128977554
k/l forest,k=50 l=100,BRCA,10.0,1,dp_quantile,16,dp_quantile16/k50_l100,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=50,l_pairs=100,n_bins=16,structure=forest",a601002facc1e3c4,0.5765502055299749,0.171018049198016,0.4297618944865821,1.0,0.5255795826794046,0.5779658517574442,,0.6535564941699407
k/l forest,k=50 l=20,BRCA,10.0,1,dp_quantile,16,dp_quantile16/k50_l20,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=50,l_pairs=20,n_bins=16,structure=forest",7e6f8fc854d9e502,0.5834118481714846,0.1695671233190007,0.4247075530709227,1.0,0.5251055941183287,0.5770020750165896,,0.6854664574094946
k/l forest,k=50 l=200,BRCA,10.0,1,dp_quantile,16,dp_quantile16/k50_l200,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=50,l_pairs=200,n_bins=16,structure=forest",7a154280292e6a6f,0.5443849654687641,0.1737883812234644,0.4328991816278393,1.0,0.525532183823297,0.5857497972382266,,0.6710835378506199
k/l forest,k=50 l=400,BRCA,10.0,1,dp_quantile,16,dp_quantile16/k50_l400,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=50,l_pairs=400,n_bins=16,structure=forest",08891aab8449338e,0.5759275632511768,0.1768057937003695,0.4368871904676712,1.0,0.5258797754347528,0.5746531983694794,,0.660360863291166
k/l forest,k=50 l=50,BRCA,10.0,1,dp_quantile,16,dp_quantile16/k50_l50,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=50,l_pairs=50,n_bins=16,structure=forest",8551bfa099360509,0.5692990193502991,0.1696222734057835,0.4309137926500927,1.0,0.5249949967874109,0.5776024605272859,,0.6827436564530909
k/l forest,k=500 l=0,BRCA,10.0,1,dp_quantile,16,dp_quantile16/k500_l0,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=500,l_pairs=0,n_bins=16,structure=forest",8f24c01e0ffeba59,0.5968113621333361,0.1535553692526114,0.4505289575907527,1.0,0.525490051506757,0.5975784451068581,,0.7027986391261758
k/l forest,k=500 l=100,BRCA,10.0,1,dp_quantile,16,dp_quantile16/k500_l100,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=500,l_pairs=100,n_bins=16,structure=forest",e5d3292200cd5687,0.5865885280574454,0.1534646607703556,0.4514124989095332,1.0,0.5249633975500059,0.5851336121088277,,0.698437944364276
k/l forest,k=500 l=20,BRCA,10.0,1,dp_quantile,16,dp_quantile16/k500_l20,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=500,l_pairs=20,n_bins=16,structure=forest",93887cc7ada15c72,0.6209539271088894,0.1527710009684803,0.4451736930596937,1.0,0.52573757886643,0.59511897112883,,0.7316171436396002
k/l forest,k=500 l=200,BRCA,10.0,1,dp_quantile,16,dp_quantile16/k500_l200,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=500,l_pairs=200,n_bins=16,structure=forest",2da5d943f805b598,0.5531968333180941,0.1563348513288456,0.4503844621196675,1.0,0.5322996871675497,0.5962565436754126,,0.7163389123542485
k/l forest,k=500 l=400,BRCA,10.0,1,dp_quantile,16,dp_quantile16/k500_l400,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=500,l_pairs=400,n_bins=16,structure=forest",7b7b559be0be5252,0.5493534591421869,0.1595358654568544,0.4550329430481803,1.0,0.5279073931682449,0.5890729837053266,,0.7021824539967769
k/l forest,k=500 l=50,BRCA,10.0,1,dp_quantile,16,dp_quantile16/k500_l50,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=500,l_pairs=50,n_bins=16,structure=forest",168d9dd3e9f4090c,0.6480950291051615,0.15259358756611,0.4504529326471232,1.0,0.5249739306291409,0.5930966199349056,,0.7338764891140626
k/l forest,k=978 l=100,BRCA,10.0,1,dp_quantile,16,dp_quantile16/k978_l100,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=978,l_pairs=100,n_bins=16,structure=forest",fa099ecd3afc41ec,0.5918192065413856,0.1470650829671324,0.4810724811115457,1.0,0.5213558179462602,0.5792034885558095,,0.719224976037245
k/l forest,k=978 l=20,BRCA,10.0,1,dp_quantile,16,dp_quantile16/k978_l20,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=978,l_pairs=20,n_bins=16,structure=forest",2da8d5134e190f0f,0.597827801454762,0.1477486175827071,0.4829998850577396,1.0,0.5219983357734966,0.5922434405249686,,0.7214053234181947
k/l forest,k=978 l=200,BRCA,10.0,1,dp_quantile,16,dp_quantile16/k978_l200,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=978,l_pairs=200,n_bins=16,structure=forest",55a6a8de0a6ca233,0.605901136489267,0.1464649466293649,0.4790388074286673,1.0,0.5281233212905128,0.5690232675718092,,0.6983484131916282
k/l forest,k=978 l=400,BRCA,10.0,1,dp_quantile,16,dp_quantile16/k978_l400,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=978,l_pairs=400,n_bins=16,structure=forest",ea21af308539cf0d,0.6512660926467145,0.1475525912450857,0.4730706000913534,1.0,0.5267487544633923,0.5651207617522831,,0.6962891962207313
k/l forest,k=978 l=50,BRCA,10.0,1,dp_quantile,16,dp_quantile16/k978_l50,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=978,l_pairs=50,n_bins=16,structure=forest",970786b9517be002,0.6015007947546185,0.1473769748201424,0.4809622395758552,1.0,0.5243208797227693,0.5887148590147357,,0.7202098189363696
k/l forest,k=10 l=0,BRCA,10.0,1,dp_quantile,32,dp_quantile32/k10_l0,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=10,l_pairs=0,n_bins=32,structure=forest",9c31b7added96aac,0.4567115425752044,0.1714555384981279,0.4474653030505335,1.0,0.5247211367299002,0.5724517848302595,,0.6442294525958774
k/l forest,k=10 l=100,BRCA,10.0,1,dp_quantile,32,dp_quantile32/k10_l100,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=10,l_pairs=100,n_bins=32,structure=forest",9543278487bb0cab,0.545512667385916,0.1750109902577948,0.4492071444885976,1.0,0.5288185045134244,0.5797459421312632,,0.6780933020149781
k/l forest,k=10 l=20,BRCA,10.0,1,dp_quantile,32,dp_quantile32/k10_l20,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=10,l_pairs=20,n_bins=32,structure=forest",737f72881ccf9fd4,0.4598527679467424,0.1719043601596944,0.4474094947708926,1.0,0.525037129103951,0.5737736862617049,,0.6412854569776383
k/l forest,k=10 l=200,BRCA,10.0,1,dp_quantile,32,dp_quantile32/k10_l200,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=10,l_pairs=200,n_bins=32,structure=forest",8d4b1b4560420684,0.5057183972236166,0.1789879430421792,0.454168915667056,1.0,0.5247632690464403,0.5788453638652187,,0.6485532815808045
k/l forest,k=10 l=400,BRCA,10.0,1,dp_quantile,32,dp_quantile32/k10_l400,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=10,l_pairs=400,n_bins=32,structure=forest",080ae24d93fb8cf4,0.5290439292903516,0.1845867448017155,0.4574590941838885,1.0,0.5251108606578961,0.5690601333487819,,0.6309051074900727
k/l forest,k=10 l=50,BRCA,10.0,1,dp_quantile,32,dp_quantile32/k10_l50,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=10,l_pairs=50,n_bins=32,structure=forest",3bf53d59b72d3efe,0.5497418517971081,0.1729382780006398,0.4424726605802077,1.0,0.5295505535133085,0.5806149211599027,,0.6449825677540315
k/l forest,k=100 l=0,BRCA,10.0,1,dp_quantile,32,dp_quantile32/k100_l0,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=100,l_pairs=0,n_bins=32,structure=forest",c56f7d3980aa97a0,0.6295603837042946,0.1675745772092446,0.441892033787097,1.0,0.533279263527107,0.5829058658717703,,0.6760393515836485
k/l forest,k=100 l=100,BRCA,10.0,1,dp_quantile,32,dp_quantile32/k100_l100,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=100,l_pairs=100,n_bins=32,structure=forest",287eabd28352d0a6,0.5829670070674852,0.1721452035309949,0.4480959612723818,1.0,0.5251635260535712,0.5817735598647553,,0.6749281117349035
k/l forest,k=100 l=20,BRCA,10.0,1,dp_quantile,32,dp_quantile32/k100_l20,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=100,l_pairs=20,n_bins=32,structure=forest",ec02eeb37261b6bd,0.585382858934543,0.1682681196914572,0.4425658003533763,1.0,0.5273807392114936,0.5831270605336059,,0.6718998514835841
k/l forest,k=100 l=200,BRCA,10.0,1,dp_quantile,32,dp_quantile32/k100_l200,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=100,l_pairs=200,n_bins=32,structure=forest",1d82cad854a6ffc4,0.6255940494804263,0.1760866088865569,0.4547098563340181,1.0,0.5259324408304279,0.5824002780732892,,0.6735904106847554
k/l forest,k=100 l=400,BRCA,10.0,1,dp_quantile,32,dp_quantile32/k100_l400,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=100,l_pairs=400,n_bins=32,structure=forest",7aac1c025c042440,0.5516219934324291,0.1819486817723278,0.4572343879350362,1.0,0.5243050801040667,0.5763121583332456,,0.6298939318931103
k/l forest,k=100 l=50,BRCA,10.0,1,dp_quantile,32,dp_quantile32/k100_l50,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=100,l_pairs=50,n_bins=32,structure=forest",b4b815c23c09a352,0.6320447814283598,0.169122494450112,0.4470476534687493,1.0,0.5361811268288059,0.5900683596835863,,0.6571272079967138
k/l forest,k=200 l=0,BRCA,10.0,1,dp_quantile,32,dp_quantile32/k200_l0,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=200,l_pairs=0,n_bins=32,structure=forest",eeb0daba98ec5610,0.6568324153986483,0.1658296877146557,0.4521322164264938,1.0,0.5265275598015569,0.5804253257354722,,0.6432182769989151
k/l forest,k=200 l=100,BRCA,10.0,1,dp_quantile,32,dp_quantile32/k200_l100,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=200,l_pairs=100,n_bins=32,structure=forest",01288cc22fcff04b,0.5684288868030211,0.169238727726225,0.4560348382269269,1.0,0.5265486259598269,0.585270542137583,,0.6954992152856045
k/l forest,k=200 l=20,BRCA,10.0,1,dp_quantile,32,dp_quantile32/k200_l20,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=200,l_pairs=20,n_bins=32,structure=forest",d9e6cf49d2931ae5,0.6751194169231924,0.1651858829779166,0.4537295129444291,1.0,0.5271437449309557,0.5917694519638925,,0.6969369805875353
k/l forest,k=200 l=200,BRCA,10.0,1,dp_quantile,32,dp_quantile32/k200_l200,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=200,l_pairs=200,n_bins=32,structure=forest",dcad8e1d670cce6a,0.6100400876705967,0.1719106523226935,0.4562077981419178,1.0,0.5266434236720421,0.5855654683533638,,0.6482741549837264
k/l forest,k=200 l=400,BRCA,10.0,1,dp_quantile,32,dp_quantile32/k200_l400,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=200,l_pairs=400,n_bins=32,structure=forest",a7a63ba35486c2ca,0.5628482758262643,0.1781513363578433,0.4582780355650922,1.0,0.5269857487439302,0.5752641169593108,,0.6540726150475569
k/l forest,k=200 l=50,BRCA,10.0,1,dp_quantile,32,dp_quantile32/k200_l50,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=200,l_pairs=50,n_bins=32,structure=forest",f4748ae91ed0efc0,0.5729098438110359,0.1656011710117225,0.4554031591537792,1.0,0.5273333403553861,0.5892467795110544,,0.6785514909573516
k/l forest,k=50 l=0,BRCA,10.0,1,dp_quantile,32,dp_quantile32/k50_l0,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=50,l_pairs=0,n_bins=32,structure=forest",847a01621fe3a9ae,0.6229195723642591,0.1694827517975058,0.4428230776952725,1.0,0.5267645540820949,0.5753957804484985,,0.6162430613341198
k/l forest,k=50 l=100,BRCA,10.0,1,dp_quantile,32,dp_quantile32/k50_l100,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=50,l_pairs=100,n_bins=32,structure=forest",f4d54c382673f1b3,0.6133518399863706,0.1731707242755622,0.4435271555297619,1.0,0.5265012271037192,0.5704715659528751,,0.6482846880628614
k/l forest,k=50 l=20,BRCA,10.0,1,dp_quantile,32,dp_quantile32/k50_l20,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=50,l_pairs=20,n_bins=32,structure=forest",b7886155f9ef8f97,0.5718346049669887,0.1693164237196523,0.4472118408416997,1.0,0.5254110534132443,0.5831586597710109,,0.6522767250550354
k/l forest,k=50 l=200,BRCA,10.0,1,dp_quantile,32,dp_quantile32/k50_l200,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=50,l_pairs=200,n_bins=32,structure=forest",3eaf4ce8a29c6133,0.5842877222386444,0.1776407136879224,0.4483096760374886,1.0,0.5253425883988667,0.5749955234413676,,0.6590389618597204
k/l forest,k=50 l=400,BRCA,10.0,1,dp_quantile,32,dp_quantile32/k50_l400,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=50,l_pairs=400,n_bins=32,structure=forest",0015b77808cb8db0,0.5344150693040443,0.1825541009765984,0.4536631139837991,1.0,0.5278547277725698,0.5739000832113251,,0.6318794173100621
k/l forest,k=50 l=50,BRCA,10.0,1,dp_quantile,32,dp_quantile32/k50_l50,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=50,l_pairs=50,n_bins=32,structure=forest",5926d1102e28a66e,0.6088788031654588,0.1711001112890767,0.4378042693052133,1.0,0.5276861985064094,0.5727361779669051,,0.6580593855001633
k/l forest,k=500 l=0,BRCA,10.0,1,dp_quantile,32,dp_quantile32/k500_l0,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=500,l_pairs=0,n_bins=32,structure=forest",2231a1a729312d58,0.6185049824626101,0.1552899467849798,0.4656371282720929,1.0,0.5266855559885821,0.5794510159154825,,0.7186351236056836
k/l forest,k=500 l=100,BRCA,10.0,1,dp_quantile,32,dp_quantile32/k500_l100,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=500,l_pairs=100,n_bins=32,structure=forest",9fe405c6ccfb51a2,0.6936887475183118,0.1577704342975211,0.467425456273609,1.0,0.5257744446434026,0.5889255205974362,,0.7052475800250687
k/l forest,k=500 l=20,BRCA,10.0,1,dp_quantile,32,dp_quantile32/k500_l20,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=500,l_pairs=20,n_bins=32,structure=forest",c22b3ae723aae8b6,0.5881922511400092,0.1555242891634609,0.4623705251080062,1.0,0.5273754726719262,0.5849598163030998,,0.7183454639294704
k/l forest,k=500 l=200,BRCA,10.0,1,dp_quantile,32,dp_quantile32/k500_l200,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=500,l_pairs=200,n_bins=32,structure=forest",faf71ff6086bae6f,0.5706045374339268,0.1585071361231738,0.4683950586611817,1.0,0.5264274955497741,0.5917378527264875,,0.70132927458684
k/l forest,k=500 l=400,BRCA,10.0,1,dp_quantile,32,dp_quantile32/k500_l400,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=500,l_pairs=400,n_bins=32,structure=forest",af81fd4c9ff2c725,0.5417418406448103,0.1654243195663786,0.4727164060913797,1.0,0.5264590947871792,0.5864449804611382,,0.6677234856065474
k/l forest,k=500 l=50,BRCA,10.0,1,dp_quantile,32,dp_quantile32/k500_l50,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=500,l_pairs=50,n_bins=32,structure=forest",a2787dcd10e178af,0.6206914961527231,0.1559193244363398,0.4704022325474141,1.0,0.5279442589452175,0.5819315560517806,,0.6951410905950136
k/l forest,k=978 l=100,BRCA,10.0,1,dp_quantile,32,dp_quantile32/k978_l100,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=978,l_pairs=100,n_bins=32,structure=forest",59be46f2079759d6,0.5928831114983201,0.1496190972564799,0.5019961171564536,1.0,0.5275808677150591,0.5721568586144787,,0.6954992152856045
k/l forest,k=978 l=20,BRCA,10.0,1,dp_quantile,32,dp_quantile32/k978_l20,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=978,l_pairs=20,n_bins=32,structure=forest",76b21a0daab19d9f,0.5748030558413942,0.1508370820705487,0.5026844874968593,1.0,0.5279969243408926,0.5859920580583322,,0.7009553502775466
k/l forest,k=978 l=200,BRCA,10.0,1,dp_quantile,32,dp_quantile32/k978_l200,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=978,l_pairs=200,n_bins=32,structure=forest",2ab477a6c705bdad,0.6291894003402975,0.1499260774900829,0.4952533123947351,1.0,0.5284603798228336,0.5660845384931377,,0.6445085791929555
k/l forest,k=978 l=400,BRCA,10.0,1,dp_quantile,32,dp_quantile32/k978_l400,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=978,l_pairs=400,n_bins=32,structure=forest",0a6a37a619c2020f,0.5826192371250806,0.1506299194144186,0.4863177933048923,1.0,0.5246632047946576,0.5626507546951199,,0.6410537292366677
k/l forest,k=978 l=50,BRCA,10.0,1,dp_quantile,32,dp_quantile32/k978_l50,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,k_label=978,l_pairs=50,n_bins=32,structure=forest",761610a2e4749ec0,0.5580136999642399,0.1501396637678573,0.5027340299340244,1.0,0.5264011628519365,0.5805306565268225,,0.694177313854159
k/l forest,k=10 l=0,BRCA,1000.0,1,dp_quantile,16,dp_quantile16/k10_l0,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=10,l_pairs=0,n_bins=16,structure=forest",1ff46b7858652ef9,0.5558293852303368,0.1716364512174218,0.0453864249988308,0.9997706325176078,0.5242734808666617,0.9701966525874508,,0.9998104045755696
k/l forest,k=10 l=100,BRCA,1000.0,1,dp_quantile,16,dp_quantile16/k10_l100,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=10,l_pairs=100,n_bins=16,structure=forest",66716bcf6fed19b2,0.5287684048604526,0.1703794852644563,0.0463912981051043,0.99761419681201,0.519891719946492,0.7117201571535406,,0.9959078987560434
k/l forest,k=10 l=20,BRCA,1000.0,1,dp_quantile,16,dp_quantile16/k10_l20,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=10,l_pairs=20,n_bins=16,structure=forest",d79baa4150ad890d,0.5211129774852918,0.1704617458764729,0.0457535049446782,0.9993205873659924,0.5187857466373145,0.762663394390082,,0.9999104688273522
k/l forest,k=10 l=200,BRCA,1000.0,1,dp_quantile,16,dp_quantile16/k10_l200,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=10,l_pairs=200,n_bins=16,structure=forest",8a697e5efaab78bd,0.571638288039495,0.1701367098752584,0.047164347898409,0.9985769409405972,0.525490051506757,0.6545255374503628,,0.9932219635766124
k/l forest,k=10 l=400,BRCA,1000.0,1,dp_quantile,16,dp_quantile16/k10_l400,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=10,l_pairs=400,n_bins=16,structure=forest",0e1e2d08ff49bf2d,0.537844398786168,0.1701442404282689,0.049297088833675,0.9992216351831196,0.5221721315792245,0.6141680447445202,,0.996524083885442
k/l forest,k=10 l=50,BRCA,1000.0,1,dp_quantile,16,dp_quantile16/k10_l50,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=10,l_pairs=50,n_bins=16,structure=forest",fd42c83a8f974af2,0.5609463064871344,0.1702130697054563,0.0459281346665898,0.9979971342685098,0.5261220362548584,0.7496023762626529,,0.99881502859731
k/l forest,k=100 l=0,BRCA,1000.0,1,dp_quantile,16,dp_quantile16/k100_l0,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=100,l_pairs=0,n_bins=16,structure=forest",a02b45dd60ddc050,0.9195387289265708,0.1602067097758684,0.0459547090888759,0.9983916490623038,0.5208554966873467,0.9718608790907848,,0.9998525368921096
k/l forest,k=100 l=100,BRCA,1000.0,1,dp_quantile,16,dp_quantile16/k100_l100,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=100,l_pairs=100,n_bins=16,structure=forest",b6edee2a29b9ba85,0.9144750189309556,0.1603633997553721,0.0468208893472733,0.9982419200400984,0.5222669292914397,0.7216001853821927,,0.9981725107700734
k/l forest,k=100 l=20,BRCA,1000.0,1,dp_quantile,16,dp_quantile16/k100_l20,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=100,l_pairs=20,n_bins=16,structure=forest",a3354ba7cd1622c0,0.9166313617765478,0.1603863253880781,0.0461920308467854,0.99773438319352,0.5264538282476116,0.7741865829637978,,0.9999473346043248
k/l forest,k=100 l=200,BRCA,1000.0,1,dp_quantile,16,dp_quantile16/k100_l200,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=100,l_pairs=200,n_bins=16,structure=forest",e8c76a2eb70d2459,0.8642934982474091,0.1605836889055297,0.0476082755262126,0.9964556186179928,0.5236941615142354,0.6754021002959796,,0.990778289217287
k/l forest,k=100 l=400,BRCA,1000.0,1,dp_quantile,16,dp_quantile16/k100_l400,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=100,l_pairs=400,n_bins=16,structure=forest",ab13bdb1f40c18c5,0.7753602719637878,0.1612221744847777,0.0498814430819446,0.99836376811002,0.5277177977438144,0.6230316308366425,,0.997593191417647
k/l forest,k=100 l=50,BRCA,1000.0,1,dp_quantile,16,dp_quantile16/k100_l50,pgm_forest_sweep,"pgm@binning=dp_quantile,edge_estimator=threshold,epsilon=1000,k_label=100,l_pairs=50,n_bins=16,structure=forest",3f9a9a66129b9c7f,0.9297506850470004,0.1599606492149323,0.046808733046902,0.9968543421144032,0.5320258271100391,0.7476958889392136,,0.9996418753094092
